id,matematika,fisika,biologi,ekonomi,geografi,bahasa_inggris,bahasa_indonesia,ppkn,keterampilan,olahraga,sosiologi,komputer,iq,suka_sains,suka_bisnis,suka_kedokteran,suka_komputer,bermain_game,jurusan
227,83,86,82,79,97,96,95,94,88,97,89,82,119,tidak,tidak,iya,iya,iya,Bahasa_dan_sastra
228,81,62,95,90,81,100,98,93,71,93,80,76,74,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
229,87,81,82,86,80,94,99,91,95,88,93,73,83,iya,iya,iya,iya,iya,Bahasa_dan_sastra
230,66,86,85,78,85,95,100,91,90,98,83,92,78,iya,iya,iya,iya,iya,Bahasa_dan_sastra
231,64,75,81,81,91,95,95,92,81,97,92,76,119,tidak,iya,iya,tidak,iya,Bahasa_dan_sastra
232,90,89,82,77,88,87,96,96,94,88,84,80,128,iya,iya,iya,iya,iya,Bahasa_dan_sastra
233,73,64,82,83,81,86,98,94,83,93,95,99,90,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
234,82,73,95,77,84,98,95,95,93,97,100,73,115,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
235,64,84,81,75,89,92,96,90,83,99,90,99,115,iya,iya,iya,tidak,iya,Bahasa_dan_sastra
236,60,85,86,84,88,86,100,98,93,96,100,86,96,iya,iya,tidak,iya,iya,Bahasa_dan_sastra
237,76,84,95,90,84,92,96,99,89,89,91,80,80,tidak,tidak,iya,tidak,iya,Bahasa_dan_sastra
238,74,85,86,79,84,100,98,92,71,94,80,74,67,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
239,78,73,87,89,98,88,96,90,75,98,96,91,92,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
240,75,78,92,75,95,91,96,99,72,86,88,93,93,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
241,73,60,83,89,98,89,99,86,84,86,83,99,100,iya,iya,iya,iya,iya,Bahasa_dan_sastra
242,68,68,88,76,100,100,97,95,70,95,96,91,69,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
243,60,79,91,87,91,91,99,89,84,91,97,98,71,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
244,76,61,85,87,90,92,98,98,72,96,89,85,119,tidak,iya,tidak,iya,iya,Bahasa_dan_sastra
245,63,61,86,84,90,94,97,93,89,91,95,99,85,iya,iya,iya,iya,iya,Bahasa_dan_sastra
246,68,77,83,88,96,96,99,93,83,94,80,75,109,tidak,iya,iya,tidak,iya,Bahasa_dan_sastra
247,69,71,89,90,88,97,98,85,94,95,93,84,108,iya,tidak,iya,iya,tidak,Bahasa_dan_sastra
248,84,67,80,81,100,97,100,95,72,100,93,70,129,iya,tidak,tidak,iya,iya,Bahasa_dan_sastra
249,69,85,80,79,95,95,100,96,75,89,88,94,108,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
250,80,74,91,76,95,92,98,92,84,87,94,78,124,tidak,iya,tidak,iya,iya,Bahasa_dan_sastra
251,78,86,86,80,84,86,95,92,87,85,82,78,92,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
252,90,85,91,89,85,100,97,94,85,99,94,94,66,iya,iya,iya,tidak,iya,Bahasa_dan_sastra
253,81,78,80,83,99,90,97,98,82,94,96,93,110,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
254,83,78,83,76,97,85,99,97,86,86,94,89,93,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
255,72,81,92,78,88,96,100,100,72,88,95,86,113,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
256,85,62,93,89,100,89,97,85,79,98,92,83,100,tidak,iya,iya,tidak,iya,Bahasa_dan_sastra
257,73,69,85,86,90,93,99,88,91,85,89,91,91,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
258,66,67,92,85,86,87,95,100,85,90,83,72,80,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
259,75,68,80,81,99,94,95,87,94,90,91,89,79,tidak,tidak,iya,iya,iya,Bahasa_dan_sastra
260,64,72,85,75,87,99,98,90,93,98,95,95,71,tidak,iya,tidak,iya,iya,Bahasa_dan_sastra
261,78,71,91,90,99,86,98,90,77,94,89,76,117,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
262,67,61,92,81,98,97,96,98,71,85,85,82,118,iya,iya,tidak,iya,iya,Bahasa_dan_sastra
263,61,77,94,75,84,91,98,92,85,96,92,83,116,tidak,iya,iya,tidak,iya,Bahasa_dan_sastra
264,89,74,88,88,80,99,96,95,93,94,83,73,91,iya,iya,iya,tidak,iya,Bahasa_dan_sastra
265,79,86,83,88,92,91,97,94,77,100,93,76,111,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
266,65,79,95,89,87,91,99,88,92,100,85,74,97,iya,iya,iya,iya,iya,Bahasa_dan_sastra
267,89,81,81,86,87,87,97,90,83,85,94,71,118,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
268,75,69,84,81,80,85,99,95,88,87,81,71,85,iya,tidak,iya,iya,iya,Bahasa_dan_sastra
269,67,65,82,78,82,87,95,94,88,89,88,71,88,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
270,69,67,81,81,83,99,98,93,75,86,85,92,83,tidak,iya,iya,iya,tidak,Bahasa_dan_sastra
271,60,87,86,77,100,99,96,85,76,100,85,87,68,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
272,71,86,86,81,85,85,100,90,75,90,100,77,102,tidak,iya,iya,tidak,iya,Bahasa_dan_sastra
273,67,65,84,88,86,94,99,100,79,99,83,86,127,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
274,62,70,83,85,85,96,96,90,83,90,84,76,107,iya,iya,iya,iya,iya,Bahasa_dan_sastra
275,71,61,80,78,87,98,98,85,79,86,99,70,129,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
276,89,83,85,83,85,92,98,94,91,94,97,90,96,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
277,55,73,73,52,44,53,64,67,74,62,41,46,119,iya,iya,iya,iya,iya,seni_dan_desain
278,69,77,64,52,67,52,47,63,69,51,62,67,127,iya,iya,iya,iya,iya,seni_dan_desain
279,49,48,65,73,40,47,77,66,58,80,70,72,120,tidak,tidak,iya,iya,iya,seni_dan_desain
280,43,42,51,46,57,79,64,51,58,76,53,72,149,tidak,iya,iya,iya,iya,seni_dan_desain
281,65,80,49,54,42,57,58,72,75,68,54,60,81,tidak,iya,iya,iya,iya,seni_dan_desain
282,42,79,41,72,74,49,42,52,61,47,61,63,131,tidak,tidak,iya,iya,iya,seni_dan_desain
283,61,79,54,57,40,64,66,68,60,49,61,56,113,tidak,tidak,iya,tidak,iya,seni_dan_desain
284,43,41,42,75,60,49,49,43,59,48,53,62,128,iya,tidak,iya,iya,tidak,seni_dan_desain
285,41,49,49,66,62,58,49,78,54,52,42,69,93,tidak,iya,iya,tidak,iya,seni_dan_desain
286,68,44,40,80,41,48,73,70,41,56,45,64,150,tidak,tidak,iya,iya,iya,seni_dan_desain
287,56,54,70,42,57,53,49,66,74,64,40,57,115,iya,tidak,iya,iya,iya,seni_dan_desain
288,47,42,62,59,43,51,76,43,67,74,58,76,115,tidak,iya,iya,iya,tidak,seni_dan_desain
289,80,79,46,79,42,50,50,78,67,65,44,62,120,tidak,tidak,iya,tidak,iya,seni_dan_desain
290,79,69,70,73,60,71,52,54,57,77,78,51,148,tidak,tidak,iya,iya,tidak,seni_dan_desain
291,67,61,66,56,57,79,51,80,65,75,55,46,98,tidak,tidak,iya,tidak,iya,seni_dan_desain
292,45,77,54,68,47,40,77,47,75,58,78,78,125,iya,tidak,iya,iya,iya,seni_dan_desain
293,40,45,42,44,73,72,57,44,55,66,48,48,121,tidak,iya,iya,iya,iya,seni_dan_desain
294,58,79,48,60,68,73,63,53,51,54,75,61,134,tidak,iya,iya,iya,iya,seni_dan_desain
295,79,78,45,61,47,80,76,72,56,73,66,72,81,iya,tidak,iya,tidak,iya,seni_dan_desain
296,63,65,42,63,41,41,47,71,73,45,66,58,146,tidak,tidak,iya,iya,iya,seni_dan_desain
297,63,65,49,72,61,60,44,65,61,71,73,78,84,tidak,iya,iya,iya,iya,seni_dan_desain
298,79,71,80,49,51,65,80,46,46,65,46,45,128,tidak,tidak,iya,iya,iya,seni_dan_desain
299,55,71,59,76,46,75,52,43,43,76,42,57,133,tidak,tidak,tidak,iya,iya,seni_dan_desain
300,80,53,52,63,58,75,45,65,60,79,60,66,145,tidak,tidak,iya,iya,tidak,seni_dan_desain
1,89,88,94,94,76,92,93,83,76,99,65,99,80,iya,iya,iya,iya,iya,STEM
2,88,96,86,93,99,87,82,84,84,90,83,87,126,iya,iya,iya,iya,iya,STEM
3,95,97,92,91,96,88,96,79,75,81,83,86,132,iya,tidak,iya,iya,iya,STEM
4,94,89,85,84,61,83,93,90,85,96,91,84,116,iya,iya,iya,iya,tidak,STEM
5,99,99,91,97,62,86,79,78,77,90,72,88,113,iya,tidak,iya,iya,tidak,STEM
6,89,86,98,95,94,79,78,86,88,86,82,98,103,iya,iya,tidak,tidak,iya,STEM
7,86,97,86,83,65,94,79,93,90,97,80,94,88,iya,iya,iya,iya,iya,STEM
8,88,82,90,81,87,88,85,76,83,90,88,83,83,tidak,iya,iya,tidak,tidak,STEM
9,99,91,95,99,95,100,99,93,90,88,64,86,121,iya,iya,iya,iya,iya,STEM
10,99,85,100,94,70,91,88,75,85,87,69,94,112,iya,iya,tidak,tidak,tidak,STEM
11,98,92,89,99,64,87,96,79,78,80,68,92,107,iya,iya,iya,iya,tidak,STEM
12,97,90,94,85,61,99,88,80,82,96,89,91,109,iya,iya,iya,iya,iya,STEM
13,93,95,83,94,84,100,80,99,93,85,82,93,111,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
14,87,84,83,98,84,89,84,88,97,98,81,99,122,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
15,96,81,85,99,97,85,78,88,96,85,86,96,107,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
16,85,88,85,95,89,90,83,88,96,85,97,70,91,tidak,iya,iya,tidak,iya,ekonomi_dan_bisnis
17,97,88,87,100,99,81,84,87,92,89,92,80,77,iya,tidak,tidak,iya,iya,ekonomi_dan_bisnis
18,92,85,86,94,82,94,94,89,100,85,95,71,98,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
19,90,80,84,90,81,100,97,89,95,91,87,97,85,iya,iya,tidak,tidak,iya,ekonomi_dan_bisnis
20,90,84,84,92,100,80,79,98,99,100,82,87,86,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
21,94,86,84,93,82,94,77,88,91,88,86,77,121,iya,iya,tidak,iya,iya,ekonomi_dan_bisnis
22,87,93,82,95,87,76,75,92,96,90,91,93,115,tidak,iya,tidak,iya,iya,ekonomi_dan_bisnis
23,100,86,81,93,96,91,79,98,94,98,95,76,95,iya,iya,iya,tidak,iya,ekonomi_dan_bisnis
24,94,90,84,95,92,89,75,85,91,92,85,79,84,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
25,82,87,81,99,90,84,86,89,100,85,97,100,110,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
26,88,92,88,100,86,83,81,97,99,85,89,79,100,iya,iya,iya,tidak,iya,ekonomi_dan_bisnis
27,83,90,89,98,95,91,85,97,95,97,84,92,112,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
28,94,86,88,90,98,79,78,99,93,96,84,85,120,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
29,90,94,89,95,93,93,98,100,90,88,80,84,86,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
30,92,90,88,100,100,92,84,92,92,92,90,82,113,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
31,81,85,80,96,82,75,76,99,93,94,100,85,121,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
32,89,80,81,97,90,75,94,97,95,100,82,75,83,iya,iya,iya,iya,tidak,ekonomi_dan_bisnis
33,81,87,90,90,97,99,83,87,100,89,84,86,122,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
34,99,83,88,95,97,98,81,95,96,96,83,81,98,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
35,86,93,85,96,94,85,86,87,94,98,80,96,110,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
36,99,83,84,97,94,80,96,94,99,92,92,83,113,iya,tidak,tidak,iya,iya,ekonomi_dan_bisnis
37,84,91,80,95,100,85,92,96,98,87,98,70,105,iya,iya,iya,tidak,iya,ekonomi_dan_bisnis
38,92,80,86,91,84,93,85,92,94,94,98,83,118,iya,iya,tidak,iya,tidak,ekonomi_dan_bisnis
39,85,80,84,98,90,76,92,88,96,99,99,98,86,iya,tidak,iya,iya,iya,ekonomi_dan_bisnis
40,92,85,83,92,83,80,88,92,97,94,99,92,101,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
41,85,80,84,99,83,98,80,92,94,87,93,74,115,iya,iya,tidak,iya,iya,ekonomi_dan_bisnis
42,86,82,80,92,93,92,90,93,91,88,93,74,75,iya,iya,tidak,iya,iya,ekonomi_dan_bisnis
43,98,95,89,91,90,88,96,86,96,95,81,74,105,tidak,iya,tidak,iya,iya,ekonomi_dan_bisnis
44,94,80,88,94,94,87,85,92,93,99,97,73,75,iya,tidak,iya,iya,iya,ekonomi_dan_bisnis
45,99,95,85,100,90,100,77,100,91,86,99,73,100,tidak,tidak,iya,iya,iya,ekonomi_dan_bisnis
46,95,93,87,97,95,97,95,91,93,88,90,71,85,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
47,84,82,84,98,98,80,82,88,94,86,84,89,82,tidak,iya,iya,tidak,iya,ekonomi_dan_bisnis
48,96,89,81,94,99,88,100,94,94,95,80,76,84,iya,iya,tidak,iya,iya,ekonomi_dan_bisnis
49,98,87,85,91,86,96,84,85,98,91,97,76,125,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
50,85,89,87,97,99,80,75,93,92,99,91,81,108,tidak,tidak,tidak,iya,iya,ekonomi_dan_bisnis
51,85,85,80,91,81,99,82,92,95,99,95,92,100,iya,iya,tidak,iya,tidak,ekonomi_dan_bisnis
52,96,81,82,98,89,85,98,87,95,100,93,81,117,tidak,iya,iya,iya,tidak,ekonomi_dan_bisnis
53,95,93,85,94,94,80,92,87,92,100,93,99,75,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
54,97,80,81,90,91,90,78,85,92,94,80,87,82,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
55,94,91,86,100,88,85,77,97,93,92,97,75,125,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
56,97,92,87,96,94,83,75,85,91,88,90,81,85,tidak,iya,tidak,iya,iya,ekonomi_dan_bisnis
57,89,92,84,98,82,99,91,94,92,99,89,86,109,iya,iya,tidak,iya,iya,ekonomi_dan_bisnis
58,89,85,81,98,91,98,87,87,99,91,96,97,115,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
59,97,86,81,93,94,94,77,90,94,88,92,99,122,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
60,95,93,83,96,92,77,97,96,94,85,88,84,125,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
61,93,80,85,100,95,77,96,98,96,93,93,98,88,tidak,iya,iya,tidak,iya,ekonomi_dan_bisnis
62,92,94,83,92,87,100,82,99,94,89,96,94,104,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
63,99,80,81,97,96,93,95,99,91,98,82,79,117,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
64,91,80,86,91,93,91,90,85,95,96,87,90,90,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
65,93,82,82,93,86,83,77,97,95,93,82,72,123,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
66,82,91,86,96,93,92,86,98,92,88,89,92,83,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
67,84,89,88,95,98,80,77,92,98,93,94,89,118,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
68,85,80,81,95,92,84,85,93,98,87,90,96,111,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
69,91,83,87,94,98,99,87,96,95,94,86,74,96,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
70,88,86,83,95,99,89,95,93,91,89,82,76,117,iya,iya,tidak,tidak,iya,ekonomi_dan_bisnis
71,100,83,84,98,97,79,81,95,95,96,89,76,80,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
72,98,85,86,96,92,86,87,90,100,91,99,92,118,tidak,iya,iya,iya,tidak,ekonomi_dan_bisnis
73,89,85,83,93,99,100,95,98,93,99,92,96,103,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
74,96,87,90,99,80,76,86,85,94,96,80,93,125,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
75,99,87,84,93,96,93,85,99,94,88,86,87,108,iya,iya,tidak,iya,iya,ekonomi_dan_bisnis
76,90,91,83,93,87,83,97,87,93,90,89,97,105,iya,tidak,iya,iya,iya,ekonomi_dan_bisnis
77,97,81,80,100,80,88,78,99,100,88,94,86,101,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
78,94,91,89,98,95,81,93,86,91,86,94,92,90,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
79,90,92,89,94,97,81,100,88,98,98,100,92,119,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
80,99,81,85,90,83,92,94,91,93,88,88,92,124,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
81,87,89,84,95,85,81,82,92,95,86,94,94,125,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
82,82,89,85,98,89,100,91,88,100,85,89,96,96,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
83,95,91,81,95,92,77,76,94,98,96,91,85,122,tidak,tidak,iya,iya,iya,ekonomi_dan_bisnis
84,94,87,90,94,86,90,82,85,97,96,100,77,82,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
85,81,91,88,91,89,77,82,99,97,100,97,91,83,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
86,95,94,86,98,92,81,80,92,100,97,83,77,104,iya,iya,iya,tidak,iya,ekonomi_dan_bisnis
87,98,88,88,95,87,75,78,93,91,87,93,82,99,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
88,93,84,87,95,86,95,76,96,94,93,85,93,113,iya,tidak,iya,iya,iya,ekonomi_dan_bisnis
89,96,87,87,94,80,79,99,91,93,92,95,86,100,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
90,84,87,89,100,93,93,88,86,92,97,84,75,112,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
91,90,94,82,92,93,76,81,97,95,98,84,91,105,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
92,83,81,89,95,89,95,98,86,92,99,89,79,94,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
93,83,94,83,95,96,84,89,94,94,100,99,81,98,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
94,89,90,86,92,82,85,100,97,98,86,97,83,124,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
95,94,93,81,91,98,99,85,96,98,91,87,80,94,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
96,81,80,90,99,84,82,97,88,94,92,98,72,78,tidak,tidak,iya,iya,iya,ekonomi_dan_bisnis
97,96,88,87,91,83,86,80,94,93,99,96,90,102,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
98,98,95,89,100,98,92,98,93,90,87,88,80,85,iya,tidak,tidak,iya,iya,ekonomi_dan_bisnis
99,84,93,90,93,85,96,81,98,99,97,97,82,97,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
100,100,81,80,95,83,91,88,91,90,90,88,77,97,tidak,iya,iya,tidak,tidak,ekonomi_dan_bisnis
101,99,81,86,98,92,89,84,85,90,86,100,83,99,iya,iya,iya,iya,iya,ekonomi_dan_bisnis
102,89,90,87,91,96,89,98,99,95,93,93,74,84,tidak,iya,iya,iya,iya,ekonomi_dan_bisnis
103,70,87,85,83,93,88,89,95,91,90,87,72,86,iya,iya,iya,tidak,iya,ilmu_sosial
104,79,72,89,77,86,96,88,89,94,96,86,82,82,tidak,tidak,tidak,iya,iya,ilmu_sosial
105,77,76,89,77,82,92,99,86,71,94,83,55,105,tidak,tidak,iya,tidak,iya,ilmu_sosial
106,68,87,88,84,96,84,84,99,72,85,94,69,102,iya,iya,iya,tidak,iya,ilmu_sosial
107,69,77,82,81,97,94,95,97,84,86,89,73,91,tidak,iya,tidak,tidak,iya,ilmu_sosial
108,88,90,81,81,83,96,87,95,76,88,84,89,102,iya,iya,iya,tidak,iya,ilmu_sosial
109,76,77,95,90,99,82,79,97,77,87,86,80,105,tidak,iya,iya,tidak,iya,ilmu_sosial
110,82,62,88,87,81,100,84,96,77,86,86,68,66,iya,iya,iya,iya,iya,ilmu_sosial
111,68,60,89,75,89,96,82,97,88,86,81,68,127,iya,iya,iya,tidak,iya,ilmu_sosial
112,77,67,94,87,96,82,80,90,89,96,95,90,85,iya,iya,tidak,iya,iya,ilmu_sosial
113,79,62,83,86,81,89,77,99,87,95,98,66,111,iya,iya,iya,tidak,iya,ilmu_sosial
114,70,71,92,77,88,76,92,85,85,98,86,53,72,iya,iya,iya,tidak,iya,ilmu_sosial
115,86,81,93,85,85,94,78,97,77,89,89,82,107,iya,tidak,iya,tidak,iya,ilmu_sosial
116,60,68,80,86,81,91,90,93,78,93,95,57,102,iya,iya,iya,iya,iya,ilmu_sosial
117,65,64,83,82,100,100,75,90,92,93,99,57,116,tidak,tidak,iya,tidak,iya,ilmu_sosial
118,76,66,83,87,99,97,90,96,81,95,100,79,102,iya,iya,iya,iya,tidak,ilmu_sosial
119,60,74,83,89,90,85,76,91,88,99,98,76,101,tidak,tidak,iya,tidak,iya,ilmu_sosial
120,76,74,88,85,86,86,85,90,70,88,95,55,116,iya,iya,iya,iya,iya,ilmu_sosial
121,87,88,81,82,87,95,86,88,91,99,95,84,99,iya,tidak,tidak,iya,iya,ilmu_sosial
122,77,85,85,75,94,100,94,85,79,88,81,69,110,tidak,iya,tidak,tidak,iya,ilmu_sosial
123,86,76,94,76,81,88,98,99,71,92,86,84,82,tidak,iya,tidak,tidak,iya,ilmu_sosial
124,85,81,86,75,86,92,88,97,94,96,99,74,117,iya,iya,iya,tidak,iya,ilmu_sosial
125,65,63,89,85,99,81,97,90,86,98,96,63,87,iya,iya,iya,iya,iya,ilmu_sosial
126,83,87,89,89,99,93,87,98,89,98,93,62,107,iya,iya,tidak,tidak,iya,ilmu_sosial
127,80,87,81,81,92,84,75,91,88,95,98,59,115,iya,iya,iya,tidak,iya,ilmu_sosial
128,64,90,82,77,95,99,82,91,92,86,98,80,111,iya,iya,iya,tidak,iya,ilmu_sosial
129,61,69,95,90,97,87,91,92,85,87,99,53,114,iya,iya,tidak,tidak,iya,ilmu_sosial
130,82,82,89,85,80,94,96,99,81,95,98,86,85,iya,iya,iya,tidak,iya,ilmu_sosial
131,90,65,81,84,89,81,89,94,91,85,80,89,128,tidak,iya,tidak,tidak,iya,ilmu_sosial
132,69,74,87,81,83,95,83,87,88,93,86,50,111,tidak,iya,iya,iya,iya,ilmu_sosial
133,89,69,81,81,86,98,76,89,72,92,86,63,122,tidak,iya,iya,tidak,iya,ilmu_sosial
134,90,73,83,81,90,84,80,98,78,95,91,67,70,iya,iya,tidak,tidak,iya,ilmu_sosial
135,76,81,87,78,98,98,81,100,84,93,88,66,88,tidak,iya,iya,tidak,iya,ilmu_sosial
136,60,66,89,90,93,86,96,86,71,87,96,87,81,iya,iya,iya,tidak,tidak,ilmu_sosial
137,67,88,82,86,93,75,91,86,83,90,87,50,113,tidak,iya,iya,tidak,iya,ilmu_sosial
138,61,82,92,76,92,78,77,85,72,99,88,90,97,iya,iya,tidak,tidak,iya,ilmu_sosial
139,85,63,91,82,84,95,80,89,80,95,98,87,96,tidak,iya,iya,iya,iya,ilmu_sosial
140,89,60,90,80,83,82,91,99,92,96,88,69,121,iya,tidak,iya,tidak,iya,ilmu_sosial
141,68,68,93,88,95,89,81,97,85,85,89,62,76,iya,iya,iya,tidak,iya,ilmu_sosial
142,82,61,84,80,91,95,97,99,82,93,87,54,70,tidak,iya,iya,tidak,iya,ilmu_sosial
143,66,83,92,81,99,81,90,94,80,88,87,83,122,iya,iya,iya,iya,iya,ilmu_sosial
144,78,78,85,78,86,95,85,99,74,88,80,63,85,tidak,iya,tidak,iya,iya,ilmu_sosial
145,85,60,80,78,82,88,93,92,70,92,83,70,66,iya,tidak,iya,tidak,iya,ilmu_sosial
146,60,60,83,86,98,99,92,93,87,100,97,77,97,tidak,tidak,tidak,tidak,iya,ilmu_sosial
147,66,65,82,81,100,97,87,95,77,93,98,82,127,tidak,iya,tidak,iya,iya,ilmu_sosial
148,71,67,95,88,97,93,93,88,75,93,87,58,94,iya,iya,iya,iya,iya,ilmu_sosial
149,70,83,84,88,81,93,93,96,85,99,92,82,125,iya,tidak,iya,tidak,iya,ilmu_sosial
150,89,61,80,77,98,88,96,96,86,96,99,82,71,iya,tidak,tidak,tidak,iya,ilmu_sosial
151,89,73,89,79,88,89,95,100,73,89,87,95,82,tidak,iya,tidak,iya,iya,Bahasa_dan_sastra
152,71,71,82,81,89,100,95,87,89,87,89,79,68,iya,iya,tidak,iya,iya,Bahasa_dan_sastra
153,77,73,85,89,83,94,100,87,93,92,92,88,93,tidak,iya,iya,tidak,iya,Bahasa_dan_sastra
154,73,65,95,81,91,98,97,95,78,96,80,87,119,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
155,65,64,82,90,99,89,99,88,71,90,100,77,109,tidak,iya,iya,tidak,iya,Bahasa_dan_sastra
156,64,71,91,83,92,99,100,85,94,98,96,75,118,iya,iya,iya,iya,iya,Bahasa_dan_sastra
157,68,78,82,87,95,96,99,93,70,88,98,91,111,iya,tidak,tidak,iya,iya,Bahasa_dan_sastra
158,74,84,84,78,85,87,99,94,94,100,87,82,123,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
159,68,80,84,88,81,86,96,86,92,96,91,70,101,iya,iya,tidak,tidak,iya,Bahasa_dan_sastra
160,89,61,88,80,83,99,98,94,84,85,99,80,126,iya,iya,iya,iya,iya,Bahasa_dan_sastra
161,68,71,91,77,93,97,95,87,73,85,87,81,94,iya,iya,iya,iya,iya,Bahasa_dan_sastra
162,75,62,83,77,91,94,99,92,86,86,94,71,81,iya,iya,iya,iya,iya,Bahasa_dan_sastra
163,75,88,94,85,89,93,97,94,81,88,89,88,108,iya,iya,iya,iya,iya,Bahasa_dan_sastra
164,69,66,85,88,85,97,97,100,75,88,100,90,121,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
165,61,81,89,75,83,97,97,94,82,96,85,73,100,tidak,tidak,iya,iya,iya,Bahasa_dan_sastra
166,89,77,85,81,86,85,99,96,75,93,96,79,90,tidak,iya,iya,tidak,iya,Bahasa_dan_sastra
167,61,66,93,84,98,89,97,91,88,88,92,79,73,iya,iya,tidak,iya,iya,Bahasa_dan_sastra
168,74,85,87,78,80,87,98,96,78,98,81,92,117,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
169,82,81,88,90,95,91,100,92,85,90,85,90,83,iya,iya,iya,iya,iya,Bahasa_dan_sastra
170,71,88,92,76,85,97,98,95,72,87,84,74,95,iya,iya,iya,tidak,iya,Bahasa_dan_sastra
171,60,81,91,90,84,100,97,87,79,89,84,76,70,iya,iya,iya,iya,iya,Bahasa_dan_sastra
172,68,79,94,79,99,85,97,86,92,87,89,84,68,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
173,76,88,83,76,85,96,100,97,77,91,96,83,113,iya,iya,tidak,iya,iya,Bahasa_dan_sastra
174,66,83,91,79,80,87,97,86,70,89,81,92,84,tidak,iya,iya,iya,iya,Bahasa_dan_sastra
